mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,car_name,origin_2,origin_3
37.0,4,91.0,68.0,2025.0,18.2,82,mazda glc custom l,False,True
31.0,4,91.0,68.0,1970.0,17.6,82,mazda glc custom,False,True
38.0,4,105.0,63.0,2125.0,14.7,82,plymouth horizon miser,False,False
36.0,4,98.0,70.0,2125.0,17.3,82,mercury lynx l,False,False
36.0,4,120.0,88.0,2160.0,14.5,82,nissan stanza xe,False,True
36.0,4,107.0,75.0,2205.0,14.5,82,honda accord,False,True
34.0,4,108.0,70.0,2245.0,16.9,82,toyota corolla,False,True
38.0,4,91.0,67.0,1965.0,15.0,82,honda civic,False,True
32.0,4,91.0,67.0,1965.0,15.7,82,honda civic (auto),False,True
38.0,4,91.0,67.0,1995.0,16.2,82,datsun 310 gx,False,True
25.0,6,181.0,110.0,2945.0,16.4,82,buick century limited,False,False
38.0,6,262.0,85.0,3015.0,17.0,82,oldsmobile cutlass ciera (diesel),False,False
26.0,4,156.0,92.0,2585.0,14.5,82,chrysler lebaron medallion,False,False
22.0,6,232.0,112.0,2835.0,14.7,82,ford granada l,False,False
32.0,4,144.0,96.0,2665.0,13.9,82,toyota celica gt,False,True
36.0,4,135.0,84.0,2370.0,13.0,82,dodge charger 2.2,False,False
27.0,4,151.0,90.0,2950.0,17.3,82,chevrolet camaro,False,False
27.0,4,140.0,86.0,2790.0,15.6,82,ford mustang gl,False,False
44.0,4,97.0,52.0,2130.0,24.6,82,vw pickup,True,False
32.0,4,135.0,84.0,2295.0,11.6,82,dodge rampage,False,False
28.0,4,120.0,79.0,2625.0,18.6,82,ford ranger,False,False
31.0,4,119.0,82.0,2720.0,19.4,82,chevy s-10,False,False
